BST8;BST_NAME;LAND;LAT;LON
83124008;LICATA;ITALIEN;37.101709;13.937331
83124024;LICATA MAR.;ITALIEN;37.103437;13.952115
83124057;FALCONARA;ITALIEN;;
83124065;BUTERA;ITALIEN;;
83124073;GELA;ITALIEN;37.076866;14.259164
83124081;DIRILLO;ITALIEN;;
83124099;ACATE;ITALIEN;;
83124107;VITTORIA;ITALIEN;36.956682;14.530224
83124115;COMISO;ITALIEN;36.94747;14.601634
83124123;DONNAFUGATA;ITALIEN;36.881002;14.564491
83124131;GENISI;ITALIEN;;
83124149;RAGUSA;ITALIEN;36.924192;14.724859
83124164;RAGUSA IBLA;ITALIEN;;
83124172;MODICA;ITALIEN;36.858836;14.760815
83124180;SCICLI;ITALIEN;36.793212;14.706973
83124198;SAMPIERI;ITALIEN;;
83124206;POZZALLO;ITALIEN;36.729861;14.849113
83124214;ISPICA;ITALIEN;36.7793;14.9095
83124222;ROSOLINI;ITALIEN;36.819998;14.953812
83124230;S.PAOLO;ITALIEN;;
83124248;NOTO;ITALIEN;36.892443;15.065195
83124263;AVOLA;ITALIEN;36.909532;15.134889
83124271;CASSIBILE;ITALIEN;36.976056;15.196652
83124289;S.TERESA LONGARINI;ITALIEN;37.007449;15.25031
83124297;GELA LAGO;ITALIEN;37.058898;14.261216
83124404;FALCONARA IBLEA;ITALIEN;;
83124412;NOTO MARINA;ITALIEN;39.135509;16.073823
83124420;ROVETO BIMMISCA;ITALIEN;;
83124438;S.LORENZO LO VECCHIO;ITALIEN;44.484914;11.897803
83124446;MARZAMEMI;ITALIEN;36.742918;15.116969
83124453;PACHINO;ITALIEN;36.712461;15.094004
83124461;NOTO BAGNI;ITALIEN;37.034402;15.068568
83125039;VILLABATE PAESE;ITALIEN;38.075656;13.443407
83125054;MISILMERI;ITALIEN;38.029903;13.448187
83125062;BOLOGNETTA MARINEO;ITALIEN;37.963219;13.457258
83125088;BAUCINA CIMINA;ITALIEN;37.926826;13.535551
83125096;VILLAFRATI-CEFALA' DIANA;ITALIEN;;
83125161;CORLEONE;ITALIEN;37.813817;13.298785
83125229;BISACQUINO;ITALIEN;37.705609;13.259146
83125237;CHIUSA SCLAFANI;ITALIEN;37.67845;13.271563
83125245;S.CARLO;ITALIEN;43.102635;10.5475
83125609;PARTANNA;ITALIEN;37.724838;12.887163
83125617;S.NINFA;ITALIEN;37.771995;12.879125
83125641;GIBELLINA;ITALIEN;37.794752;12.979343
83125658;SALAPARUTA POGGIOREALE;ITALIEN;37.752967;13.008065
83125690;S.MARGHERITA BELICE;ITALIEN;37.691274;13.022594
83125708;SAMBUCA DI SICILIA;ITALIEN;37.647714;13.111111
83125724;BURGIO;ITALIEN;37.598557;13.290784
83125807;S.NINFA CITTA;ITALIEN;37.771995;12.879125
83126003;LATOMIE;ITALIEN;37.665507;12.586947
83126011;SELINUNTE;ITALIEN;37.583372;12.825218
83126029;PORTO PALO;ITALIEN;37.574541;12.904764
83126037;MENFI;ITALIEN;37.59922;12.96824
83126045;CAPO S.MARCO;ITALIEN;39.862624;8.436244
83126052;SCIACCA;ITALIEN;37.508515;13.081631
83126078;VERDURA;ITALIEN;45.681883;9.322247
83126086;RIBERA;ITALIEN;37.50317;13.266765
83126094;MAGAZZOLO;ITALIEN;37.439522;13.261192
83126102;CATTOLICA ERACLEA;ITALIEN;37.440822;13.393837
83126110;MONTALLEGRO;ITALIEN;37.391188;13.35036
83126128;SICULIANA MARINA;ITALIEN;37.337809;13.385886
83126136;SICULIANA;ITALIEN;37.335445;13.421662
83126144;REALMONTE;ITALIEN;37.308709;13.46224
83126151;PUNTA PICCOLA;ITALIEN;37.284378;13.499516
83126169;PORTO EMPEDOCLE CANNELLE;ITALIEN;37.28818;13.527172
83126185;PORTO EMPEDOCLE SUCCURSALE;ITALIEN;37.28818;13.527172
83126201;BELICE MARE;ITALIEN;;
83127001;PALERMO PARCO CHIOVARA;ITALIEN;38.115688;13.361267
83127142;CAPPUCCINI;ITALIEN;42.089177;12.182928
83127159;SALVATORELLO;ITALIEN;37.676667;13.27319
83127167;S.MICHELE DI GANZARIA;ITALIEN;37.280145;14.426699
83127175;MIRABELLA IMBACCARI;ITALIEN;37.328938;14.443606
83127183;GALLINICA;ITALIEN;;
83127209;PIAZZA ARMERINA;ITALIEN;37.385768;14.370671
83127217;BELLIA AIDONE;ITALIEN;37.416667;14.383333
83127225;RONZA;ITALIEN;40.982505;14.228581
83127233;GROTTACALDA;ITALIEN;37.463264;14.342091
83127241;FLORISTELLA;ITALIEN;37.619704;15.172345
83127258;VALGUARNERA;ITALIEN;37.377178;14.195686
83127266;MULINELLO;ITALIEN;43.543598;12.07772
83127274;LEANO;ITALIEN;43.846311;10.949937
83127282;RASALGONE;ITALIEN;37.360479;14.406354
83127373;BUSTO ARSIZIO;ITALIEN;45.611892;8.853127
83127704;RITORNELLA;ITALIEN;38.438575;16.148951
83127712;AGNELLERIA;ITALIEN;38.176894;13.147579
83127720;PATERNO;ITALIEN;42.129154;13.4229
83127746;MANDARANO CENTURIPE;ITALIEN;37.62223;14.740754
83127753;CARCACI;ITALIEN;37.665025;14.78176
83127761;LETO;ITALIEN;39.307845;16.245649
83127779;SPARACOLLO;ITALIEN;37.666245;14.65037
83127787;REGALBUTO;ITALIEN;37.650008;14.640257
83127852;PIANO CARBONE;ITALIEN;40.745034;14.507009
83127860;PRIOLO SOTTANO;ITALIEN;37.157858;15.183701
83127993;CARINI TORRE CIACHEA;ITALIEN;38.199175;13.256387
83128009;PORTO TORRES MARITTIMA;ITALIEN;40.833368;8.402293
83128025;PORTO TORRES;ITALIEN;40.83928;8.403107
83128041;S.GIOVANNI;ITALIEN;41.768319;12.50686
83128058;S.GIORGIO DI SASSARI;ITALIEN;40.665358;8.534037
83128066;SANT ORSOLA;ITALIEN;46.109611;11.301858
83128074;SASSARI;ITALIEN;40.722144;8.546742
83128090;SASSARI (T. FERR. DELA SARDEGN;ITALIEN;40.725927;8.555683
83128124;CANIGA;ITALIEN;40.71797;8.524729
83128132;TISSI.USINI;ITALIEN;40.662013;8.547041
83128140;SCALA DI GIOCCA;ITALIEN;40.698854;8.595627
83128157;CAMPOMELA;ITALIEN;40.68109;8.638275
83128165;PLOAGHE;ITALIEN;40.664907;8.744669
83128173;ARDARA;ITALIEN;;
83128181;POR.TORRES M.MA;ITALIEN;42.407211;-71.382437
83128504;GOLFO ARANCI MARITTIMA;ITALIEN;40.996124;9.625291
83128512;CALA SABINA;ITALIEN;41.00538;9.590344
83128520;GOLFO ARANCI;ITALIEN;40.996124;9.625291
83128538;MADONNA DI CASTRO;ITALIEN;45.831024;10.074012
83128546;MARINELLA;ITALIEN;41.002555;9.563176
83128553;OLBIA;ITALIEN;40.922952;9.500861
83128561;ENAS;ITALIEN;;
83128579;MONTI TELTI;ITALIEN;40.875531;9.351814
83128587;MONTI TELTI (T. FERROVIA DELLA;ITALIEN;;
83128595;BERCHIDDA;ITALIEN;40.785907;9.164277
83128603;OSCHIRI;ITALIEN;40.718775;9.099784
83128611;OZIERI-FRAIGAS;ITALIEN;40.627232;8.986996
83128629;OZIERI-CHILIVANI;ITALIEN;40.59802;8.971096
83128637;CHILIVANI (TR. COMPLEM.SARDE);ITALIEN;40.613747;8.940038
83128645;MORES ITTIREDDU;ITALIEN;;
83128652;TORRALBA;ITALIEN;;
83128660;GIAVE;ITALIEN;40.451721;8.751431
83128678;BONORVA;ITALIEN;40.416852;8.768886
83128686;CAMPEDA;ITALIEN;39.22434;9.268067
83128694;MACOMER;ITALIEN;40.266942;8.777277
83128702;MACOMER (T F. DELLA SARDEGNE);ITALIEN;40.266225;8.777309
83128710;SEMESTENE;ITALIEN;40.397735;8.724081
83128728;BORORE;ITALIEN;40.215527;8.80357
83128736;ABBASANTA;ITALIEN;40.126939;8.816705
83128744;PAULILATINO;ITALIEN;40.082333;8.762375
83128751;BAULADU MILIS;ITALIEN;;
83128769;SOLARUSSA;ITALIEN;39.956125;8.67517
83128777;SIMAXIS;ITALIEN;39.930234;8.693091
83128785;ORISTANO;ITALIEN;39.907848;8.589071
83128793;MARRUBIU TERRALBA AR;ITALIEN;39.752335;8.641015
83128801;URAS.MOGORO;ITALIEN;39.710049;8.755184
83128819;PABILLONIS;ITALIEN;39.595765;8.718636
83128827;SAN GAVINO;ITALIEN;40.688608;9.688613
83128835;SANLURI STATO;ITALIEN;39.596634;8.885129
83128843;SANLURI STATO (FERROVIE D.SARD.);ITALIEN;39.562868;8.899895
83128850;SAMASSI SERR.;ITALIEN;39.425315;8.920621
83128853;;ITALIEN;;
83128868;SERRAMANNA N.;ITALIEN;39.422514;8.921749
83128876;VILLASOR;ITALIEN;39.381016;8.93865
83128884;DECIMOMANNU;ITALIEN;39.312251;8.968465
83128892;ASSEMINI;ITALIEN;39.2915;8.997758
83128900;CAGLIARI ELMAS;ITALIEN;39.209298;9.088782
83128918;CAGLIARI;ITALIEN;39.220123;9.11183
83128926;CAGLIARI (T.FERROVIA DELLE SAR;ITALIEN;39.223841;9.121661
83128934;CAGLIARI MARITTIMA(TR.MARE);ITALIEN;39.223841;9.121661
83128942;CAGLIARI MARITTIMA;ITALIEN;39.213045;9.110849
83128959;RUDALZA;ITALIEN;41.000902;9.530499
83128967;SU CANALE;ITALIEN;44.797974;7.999599
83128975;S.ANNA;ITALIEN;;
83128983;MANDRAS;ITALIEN;40.17166;8.857732
83128991;CHIRIALZA;ITALIEN;41.657209;9.045408
83129007;OLBIA MARITTIMA PORTO;ITALIEN;40.922576;9.524492
83129015;OLBIA MARITTIMA-IS B;ITALIEN;40.922576;9.524492
83129502;IGLESIAS;ITALIEN;39.310645;8.536624
83129510;IGLESIAS (TR.MERIDIONALI SARDE;ITALIEN;;
83129528;CNL NUERNBERG CBF SCHWANDORF;ITALIEN;49.319888;12.109135
83129536;MUSEI;ITALIEN;39.301207;8.667042
83129544;SILIQUA;ITALIEN;39.300011;8.811358
83129551;SILIQUA (TR.MERIDIONALI SARDE);ITALIEN;;
83129569;VILLASPECIOSA UTA;ITALIEN;39.32917;8.919646
83129700;CIXERRI;ITALIEN;39.299041;8.807942
83129718;BARBUSI;ITALIEN;39.201215;8.506544
83129726;CARBONIA STATO;ITALIEN;40.022279;8.483391
83129734;MONTE ARCAU;ITALIEN;;
83135020;MOGGIO;ITALIEN;45.93045;9.489497
83135228;CASTELLAVAZZO;ITALIEN;46.282642;12.306864
83135301;VILLABELLA;ITALIEN;45.402136;11.246846
83135905;CAPITELLO;ITALIEN;40.076667;15.559752
83139634;ISELLE;ITALIEN;46.205147;8.191445
83139659;NOVA GORICA;ITALIEN;45.940181;13.620175
83139667;PINO TRANSITO;ITALIEN;;
83139675;VENTIMIGLIA;ITALIEN;43.791237;7.607586
83139683;VILLA OPICINA (FR);ITALIEN;45.680926;13.804251
83144006;;ITALIEN;;
83155655;;ITALIEN;;
83167916;PIACENZA TERMINAL INIZIO MANOVRA;ITALIEN;45.052621;9.692985
83184085;MONTIRONE;ITALIEN;45.443275;10.229306
83200295;BRENNERO;ITALIEN;46.999103;11.502498
83202366;;ITALIEN;;
83202945;S.LORENZO/ST.LORENZ;ITALIEN;;
83210013;LANA DI SOTTO;ITALIEN;46.611591;11.162954
83210054;;ITALIEN;;
83219253;;ITALIEN;;
83220012;MANERBA;ITALIEN;41.148098;16.411325
83220020;PORTESE;ITALIEN;45.597626;10.553289
83220038;SALO';ITALIEN;;
83220046;GARDONE RIVIERA;ITALIEN;45.618185;10.559565
83220053;FASANO RIVIERA;ITALIEN;45.623668;10.571606
83220061;TOSCOLANO MADERNO;ITALIEN;45.636653;10.60846
83220079;BOGLIACO;ITALIEN;45.675111;10.650766
83220087;GARGNANO;ITALIEN;45.688599;10.661733
83220095;LIMONE SUL GARDA;ITALIEN;45.810128;10.789858
83220103;RIVA SUL GARDA;ITALIEN;45.889198;10.84307
83220111;TORBOLE;ITALIEN;45.87092;10.875904
83220129;MALCESINE;ITALIEN;45.764234;10.810093
83220137;BRENZONE;ITALIEN;45.708429;10.767539
83220145;CASTELLETTO;ITALIEN;45.686581;10.749534
83220152;TORRI DEL BENACO;ITALIEN;45.610103;10.686826
83220160;GARDA;ITALIEN;45.577101;10.705568
83220178;BARDOLINO;ITALIEN;45.551817;10.721468
83220186;LAZISE;ITALIEN;45.50602;10.735072
83220194;SIRMIONE;ITALIEN;45.496972;10.605375
83220277;DESENZANO NAVIGAZIONE;ITALIEN;45.469357;10.542052
83221002;PORTO CERESIO;ITALIEN;45.904286;8.89948
83221010;SAVONA;ITALIEN;44.29756;8.4645
83221028;GENOVA;ITALIEN;44.40565;8.946256
83221036;LA SPEZIA;ITALIEN;44.10245;9.824083
83221044;LIVORNO;ITALIEN;43.548473;10.310567
83221051;CIVITAVECCHIA;ITALIEN;42.092424;11.795413
83221069;NAPOLI;ITALIEN;40.851775;14.268124
83221077;VILLA S.GIOVANNI;ITALIEN;38.216746;15.636238
83221085;TARANTO;ITALIEN;40.464361;17.24703
83221093;MESSINA;ITALIEN;38.193814;15.554015
83221101;CATANIA;ITALIEN;37.507877;15.08303
83221119;SIRACUSA;ITALIEN;37.075474;15.286586
83221127;PALERMO;ITALIEN;38.115688;13.361267
83221135;CAGLIARI;ITALIEN;39.223841;9.121661
83221143;OLBIA;ITALIEN;40.923576;9.496443
83221150;GOLFO ARANCI;ITALIEN;40.996124;9.625291
83221168;TRIESTE CENTRALE;ITALIEN;45.691509;12.607175
83221176;VENEZIA;ITALIEN;45.440847;12.315515
83221192;ANCONA;ITALIEN;43.61583;13.518915
83221200;BARI;ITALIEN;41.117143;16.871872
83221218;BRINDISI;ITALIEN;40.632728;17.941762
83222133;;ITALIEN;;
83230011;COMO NAVIGAZIONE;ITALIEN;45.80806;9.085177
83230029;CERNOBIO;ITALIEN;45.826121;9.068603
83230037;BLEVIO;ITALIEN;45.838058;9.102373
83230045;MOLTRASIO;ITALIEN;45.863092;9.09895
83230052;TORNO;ITALIEN;45.857934;9.118184
83230060;URIO;ITALIEN;46.773863;8.602515
83230078;CARATE LARIO;ITALIEN;45.873938;9.116196
83230086;FAGGETO LARIO;ITALIEN;45.862573;9.149836
83230094;POGNANA;ITALIEN;44.24872;10.127966
83230102;CARENO;ITALIEN;45.896624;9.154873
83230110;TORRIGGIA;ITALIEN;45.889997;9.142881
83230128;NESSO;ITALIEN;45.910556;9.159145
83230136;BRIENNO;ITALIEN;45.912242;9.131444
83230144;ARGEGNO;ITALIEN;45.943756;9.128425
83230151;COLONNO;ITALIEN;45.958298;9.156014
83230169;SALA;ITALIEN;40.856645;14.873606
83230177;CAMPO;ITALIEN;43.707395;10.47619
83230193;LEZZENO;ITALIEN;45.944974;9.182605
83230201;LENNO;ITALIEN;45.9744;9.19678
83230227;TREMEZZO;ITALIEN;45.988215;9.215543
83230235;CADENABBIA;ITALIEN;45.990703;9.235682
83230250;BELLAGGIO;ITALIEN;38.383988;16.081135
83230268;MENAGGIO;ITALIEN;46.021707;9.238829
83230276;VARENNA NAVIGAZIONE;ITALIEN;46.009095;9.285115
83230292;ACQUASERIA;ITALIEN;46.055032;9.258803
83230300;REZZONICO;ITALIEN;45.697414;9.039597
83230326;CREMIA;ITALIEN;46.084115;9.265028
83230334;PIANELLO LARIO;ITALIEN;46.101077;9.26857
83230342;MUSSO;ITALIEN;46.112686;9.276523
83230359;DONGO;ITALIEN;46.122773;9.279545
83230367;GRAVEDONA;ITALIEN;46.148542;9.308568
83230375;DOMASO;ITALIEN;46.150704;9.325697
83230417;LIMONTA;ITALIEN;45.956946;9.268821
83230425;VASSENA;ITALIEN;45.931294;9.28374
83230433;ONNO;ITALIEN;45.90994;9.294575
83231688;MILANO TRANS. LA LIBRERA;ITALIEN;45.465422;9.185924
83231704;MERONE;ITALIEN;45.781945;9.245907
83231712;VILLA OPICINA;ITALIEN;45.688327;13.790858
83231720;RIBELLASCA (0OMODOSSOLA);ITALIEN;;
83231738;LIMONE;ITALIEN;45.004564;9.180374
83236018;CONF.ITALO FR.-PIENE;ITALIEN;;
83240010;BAVENO LAGO;ITALIEN;45.955363;8.465772
83240028;CANNERO;ITALIEN;46.021923;8.68593
83240036;CANNOBIO;ITALIEN;46.059692;8.698279
83240044;GHIFFA;ITALIEN;45.956399;8.616865
83240051;ISOLA BELLA;ITALIEN;45.895437;8.526807
83240069;ISOLA SUPERIORE;ITALIEN;45.900864;8.520251
83240077;OGGEBBIO;ITALIEN;45.995333;8.651461
83240085;STRESA LAGO;ITALIEN;45.839381;8.625092
83240093;VERBANIA INTRA;ITALIEN;45.937848;8.569441
83240101;VERBANIA PALLANZA CITTA';ITALIEN;;
83250019;MI.NORD CADORNA;ITALIEN;45.570846;9.155132
83250043;MILANO NORD BOVISA;ITALIEN;45.524255;9.187256
83250050;MILANO NORD AFFORI;ITALIEN;45.524255;9.187256
83250068;MILANO NORD BRUZZANO;ITALIEN;45.524255;9.187256
83250126;CUSANO MILANINO;ITALIEN;45.55343;9.184458
83250134;PADERNO DUGNANO;ITALIEN;45.571162;9.163981
83250142;PALAZZOLO MILANESE;ITALIEN;45.580973;9.156466
83250159;VAREDO;ITALIEN;45.599119;9.157744
83250167;BOVISTO-MASCIAGO-MOM;ITALIEN;;
83250175;CESANO MADERNO;ITALIEN;45.6292;9.147115
83250217;SEVESO;ITALIEN;45.649339;9.144424
83250225;CAMNAGO LENTATE;ITALIEN;45.668697;9.128499
83250258;MEDA;ITALIEN;45.661124;9.152425
83250316;CABIATE;ITALIEN;45.674748;9.174121
83250324;MARIANO COMENSE;ITALIEN;45.698177;9.182451
83250332;CARUGO GIUSSANO;ITALIEN;45.707614;9.208591
83250340;AROSIO;ITALIEN;45.717002;9.21615
83250357;INVERIGO;ITALIEN;45.740345;9.223637
83250365;LAMBRUGO LURAGO;ITALIEN;45.761513;9.23852
83250373;MERANE;ITALIEN;46.655411;11.194648
83250399;ERBA;ITALIEN;45.81162;9.226728
83250423;PONTELAMBRO-CASTELMA;ITALIEN;;
83250431;CASLINO D'ERBA;ITALIEN;;
83250456;CANZO;ITALIEN;45.848629;9.272697
83250464;CANZO ASSO;ITALIEN;45.854957;9.269382
83251116;NOVATE MILANESE;ITALIEN;45.532485;9.136263
83251124;BOLLATE;ITALIEN;45.544679;9.117696
83251140;GARBAGNATE MILANESE;ITALIEN;45.575598;9.075436
83251165;CARONNO PERTUSELLA;ITALIEN;45.598508;9.04504
83251199;SARONNO;ITALIEN;45.624249;9.035961
83252221;GERENZANO TURATE;ITALIEN;45.631254;8.954856
83252239;CISLAGO;ITALIEN;45.660827;8.974002
83252247;MOZZATE;ITALIEN;45.675369;8.950689
83252254;LOCATE SEPRIO;ITALIEN;;
83252262;TRADATE ABBIATE GUAZZONE;ITALIEN;45.701494;8.925693
83252270;TRADATE;ITALIEN;45.711543;8.907067
83252296;VENEGONO INFERIORE;ITALIEN;45.737978;8.900474
83252312;VENEGONO SUP.CASTIGL;ITALIEN;;
83252320;VEDANO OLONA;ITALIEN;45.777173;8.887207
83252338;MALNATE;ITALIEN;45.797132;8.882743
83252510;VARESE NORD;ITALIEN;45.804968;8.867115
83253526;VARESE CASBENO;ITALIEN;45.814542;8.80779
83253625;BARASSO-COMERIO;ITALIEN;45.83534;8.751125
83253641;GAVIRATE;ITALIEN;45.845905;8.712234
83253658;COCQUIO TREVISAGO;ITALIEN;45.86368;8.697448
83253666;GEMONIO;ITALIEN;45.881645;8.673041
83253674;CITTIGLIO;ITALIEN;45.8967;8.664525
83253690;LAVENO-MOMBELLO NORD;ITALIEN;45.901458;8.625614
83254227;ROVELLO PORRO;ITALIEN;45.651589;9.037369
83254235;ROVELLASCA MANERA;ITALIEN;45.665183;9.081665
83254250;LOMAZZO;ITALIEN;45.698425;9.036535
83254276;CADORAGO;ITALIEN;45.724641;9.038272
83254284;FINO MORNASCO;ITALIEN;45.745106;9.052439
83254292;PORTICHETTO LUISAGO;ITALIEN;45.759282;9.050363
83254318;GRANDATE BRECCIA;ITALIEN;45.781401;9.055325
83254326;COMO NORD CAMERLATA;ITALIEN;45.797996;9.083612
83254342;COMO NORD BORGHI;ITALIEN;45.797996;9.083612
83254359;COMO NORD LAGO;ITALIEN;45.80806;9.085177
83255570;FAGNANO OLONA;ITALIEN;45.66834;8.866763
83255596;CAIRATE LONATE CEPPI;ITALIEN;45.713957;8.871093
83255620;CASTIGLIONE OLONA;ITALIEN;45.752642;8.87141
83256222;RESCALDINA;ITALIEN;45.61889;8.95511
83256248;CASTELLANZA;ITALIEN;45.605391;8.8915
83256313;BUSTO ARSIZIO NORD;ITALIEN;45.606165;8.851395
83256354;MALPENSA AEROPORTO;ITALIEN;45.630063;8.725531
83256412;VANZAGHELLO MAGNAGO;ITALIEN;45.605042;8.828386
83256420;CASTANO PRIMO;ITALIEN;45.554577;8.777235
83256446;TURBIGO;ITALIEN;45.532992;8.736665
83256479;GALLIATE;ITALIEN;45.478422;8.693289
83256495;NOVARA NORD;ITALIEN;45.554748;8.574161
83257147;GROANE;ITALIEN;44.75398;10.114202
83257154;CERIANO LAGHETTO;ITALIEN;45.62898;9.079028
83257162;RACCORDO OFFICINE BO;ITALIEN;;
83260018;ARTOGNE GIANICO;ITALIEN;45.85501;10.167862
83260026;BOARIO TERME;ITALIEN;45.892815;10.18849
83260034;BORGONATO ADRO;ITALIEN;45.622211;10.019971
83260042;BORGO S. GIOVANNI;ITALIEN;44.529516;10.865861
83260059;BORNATO CALINO;ITALIEN;45.590413;10.032902
83260067;BRENO;ITALIEN;45.957;10.302732
83260075;BRESCIA;ITALIEN;45.541553;10.211802
83260083;CAPO DI PONTE;ITALIEN;46.031076;10.346862
83260091;CASTEGNATO;ITALIEN;45.563571;10.115271
83260109;CAZZAGO S. MARTINO;ITALIEN;45.579617;10.025895
83260117;CEDEGOLO;ITALIEN;46.077008;10.348816
83260125;CETO CERVENO;ITALIEN;45.996833;10.338974
83260133;CIVIDATE MALEGNO;ITALIEN;45.935669;10.274002
83260141;COGNO-ESINE;ITALIEN;45.929379;10.241071
83260158;DARFO;ITALIEN;45.881589;10.18775
83260166;EDOLO;ITALIEN;46.180427;10.329893
83260174;ERBANNO ANGONE;ITALIEN;45.912347;10.200321
83260182;FORNO D'ALLIONE;ITALIEN;;
83260190;ISEO;ITALIEN;45.657081;10.052355
83260208;MALONNO;ITALIEN;46.122248;10.32229
83260216;MANDOLOSSA;ITALIEN;45.557597;10.15598
83260224;MARONE ZONE;ITALIEN;45.737493;10.099638
83260232;NIARDO LOSINE;ITALIEN;45.977326;10.33415
83260240;PADERNO;ITALIEN;45.717568;12.208453
83260257;PASSIRANO;ITALIEN;45.599603;10.062766
83260265;PIANCAMUNO GRATACASO;ITALIEN;;
83260273;PIAN DI BORNO;ITALIEN;45.916072;10.221485
83260281;PILZONE;ITALIEN;45.67403;10.079384
83260299;PISOGNE;ITALIEN;45.803911;10.106758
83260307;PROVAGLIO TIMOLINE;ITALIEN;45.634972;10.035311
83260315;RACCORDO ROVINE;ITALIEN;45.346143;12.068092
83260323;ROVATO BORGO;ITALIEN;45.558424;10.001282
83260331;ROVATO CITTA';ITALIEN;;
83260349;SALE MARASINO;ITALIEN;45.714777;10.110361
83260356;SELLERO;ITALIEN;46.056967;10.343651
83260364;SONICO;ITALIEN;46.163501;10.353373
83260372;SULZANO;ITALIEN;45.69;10.100293
83260380;TOLINE;ITALIEN;45.787745;10.088024
83260398;VELLO;ITALIEN;45.75436;10.0824
83260406;ISEO PORTO;ITALIEN;45.662194;10.002862
83260414;RACCORDO SELVA;ITALIEN;46.014913;11.596393
83272047;BOLOGNA S. VITALE;ITALIEN;44.494887;11.342616
83272062;CASTENASO;ITALIEN;44.509969;11.465386
83272088;BUDRIO;ITALIEN;44.538854;11.536048
83272229;MEZZOLARA;ITALIEN;44.591631;11.563002
83272245;GUARDA (T. BOLOGNE C);ITALIEN;44.308304;11.319708
83272260;MOLINELLA;ITALIEN;44.62269;11.669638
83272286;TRAG. OSPITAL MONACALE;ITALIEN;;
83272302;CONSANDOLO;ITALIEN;44.653218;11.773219
83272328;PORTOMAGGIORE (T.TO. BOLOGNA-PORTOMAGGIO;ITALIEN;44.697612;11.805685
83272922;BOLOGNA CENTRALE;ITALIEN;44.50582;11.343392
83272948;ROVERI;ITALIEN;44.733839;11.836806
83274043;UDINE;ITALIEN;46.071067;13.234579
83274068;REMANZACCO;ITALIEN;46.085167;13.321004
83274100;CIVIDALE;ITALIEN;45.860932;12.766443
83274233;AMARO;ITALIEN;46.372823;13.092285
83274241;TOLMEZZO;ITALIEN;46.403496;13.018212
83274266;CANEVA;ITALIEN;45.968126;12.448013
83274290;VILLA SANTINA;ITALIEN;46.416869;12.920924
83275040;ADRIA;ITALIEN;45.055549;12.056038
83275065;CAVARZERE CENTRO;ITALIEN;45.130499;12.080584
83275081;CAVARZERE;ITALIEN;45.130499;12.080584
83275107;CONA VENETA;ITALIEN;44.532271;11.5654
83275115;VILLA DEL BOSCO;ITALIEN;45.215299;12.032915
83275123;CORREZZOLA;ITALIEN;45.23523;12.066362
83275156;PONTELONGO FERMATA;ITALIEN;45.252023;12.02626
83275164;PONTELONGO;ITALIEN;45.253677;12.027831
83275180;ARZERGRANDE;ITALIEN;45.273909;12.04843
83275206;PIOVE DI SACCO;ITALIEN;45.294727;12.034189
83275222;CAMPOLONGO MAGGIORE;ITALIEN;45.333527;12.039911
83275248;BOION;ITALIEN;43.824956;7.12367
83275263;CASELLO 8;ITALIEN;43.978143;11.224883
83275289;CAMPAGNA LUPIA-CAMPO;ITALIEN;45.341259;12.114174
83275305;CASELLO 11;ITALIEN;46.133984;9.661375
83275321;MIRA BUSE;ITALIEN;45.430876;12.13571
83275347;ORIAGO;ITALIEN;45.450393;12.173137
83275362;VENEZIA MESTRE;ITALIEN;45.493488;12.246318
83283069;PARMA;ITALIEN;44.801485;10.327904
83283101;SORBOLO;ITALIEN;44.849318;10.449758
83283143;BRESCELLO VIADANA;ITALIEN;44.898084;10.518892
83283168;BORETTO;ITALIEN;44.900947;10.557896
83283200;GUALTIERI;ITALIEN;44.900488;10.631376
83283226;GUASTALLA;ITALIEN;44.92155;10.655005
83283267;LUZZARA;ITALIEN;44.962014;10.691094
83291013;REGGIO S. STEFANO;ITALIEN;38.106726;15.642124
83291021;CAVRIAGO;ITALIEN;44.692348;10.523885
83291039;BARCO;ITALIEN;44.68554;10.49091
83291047;BIBBIANO;ITALIEN;44.664164;10.473589
83291054;PIAZZOLA QUATTRO CAS;ITALIEN;45.979775;9.670654
83291062;S. POLO;ITALIEN;44.888666;10.356905
83291070;CIANO;ITALIEN;45.825232;12.055561
83292011;REGGIO S. CROCE;ITALIEN;38.218957;15.639815
83292029;BAGNOLO IN PIANO;ITALIEN;44.763813;10.673365
83292037;VEZZOLA;ITALIEN;44.814163;10.702248
83292045;NOVELLARA;ITALIEN;44.849296;10.731754
83292060;GUASTALLA (C.P.T.);ITALIEN;44.921235;10.654396
83293019;BOSCO;ITALIEN;44.62456;10.671141
83293027;SCANDIANO;ITALIEN;44.598234;10.690927
83293035;CASALGRANDE;ITALIEN;44.588001;10.737545
83293043;VEGGIA;ITALIEN;39.972392;18.085985
83293050;SASSUOLO (C.P.T.);ITALIEN;44.54433;10.784774
83293068;DINAZZANO-SCALO;ITALIEN;44.577104;10.74799
83300012;CASINALBO;ITALIEN;44.593236;10.859296
83300020;FORMIGINE;ITALIEN;44.572779;10.84784
83300038;MODENA (A.T.C.M.);ITALIEN;44.647128;10.925227
83300046;RACCORDO GENERALI;ITALIEN;45.426761;8.603531
83300053;SASSUOLO (A.T.C.M.);ITALIEN;44.54433;10.784774
83310011;RIALE;ITALIEN;44.484021;11.242517
83310029;PONTE RONCA;ITALIEN;44.501728;11.189138
